"Stasiun","Tahun","Bulan","Jumlah Ch","Keterangan Ch","Tanggal"
"METEOROLOGI CILACAP","2008","3","179","1","2008/3"
"METEOROLOGI CILACAP","2008","4","99","0","2008/4"
"METEOROLOGI CILACAP","2008","5","39","0","2008/5"
"METEOROLOGI CILACAP","2008","6","","3","2008/6"
"METEOROLOGI CILACAP","2008","7","","3","2008/7"
"METEOROLOGI CILACAP","2008","8","4","0","2008/8"
"METEOROLOGI CILACAP","2008","9","36","0","2008/9"
"METEOROLOGI CILACAP","2008","10","406","2","2008/10"
"METEOROLOGI CILACAP","2008","11","588","3","2008/11"
"METEOROLOGI CILACAP","2008","12","476","2","2008/12"
"METEOROLOGI CILACAP","2009","1","553","3","2009/1"
"METEOROLOGI CILACAP","2009","2","259","1","2009/2"
"METEOROLOGI CILACAP","2009","3","159","1","2009/3"
"METEOROLOGI CILACAP","2009","4","265","1","2009/4"
"METEOROLOGI CILACAP","2009","5","274","1","2009/5"
"METEOROLOGI CILACAP","2009","6","321","2","2009/6"
"METEOROLOGI CILACAP","2009","7","146","1","2009/7"
"METEOROLOGI CILACAP","2009","8","1","0","2009/8"
"METEOROLOGI CILACAP","2009","9","22","0","2009/9"
"METEOROLOGI CILACAP","2009","10","620","3","2009/10"
"METEOROLOGI CILACAP","2009","11","424","2","2009/11"
"METEOROLOGI CILACAP","2009","12","554","3","2009/12"
"METEOROLOGI CILACAP","2010","1","263","1","2010/1"
"METEOROLOGI CILACAP","2010","2","194","1","2010/2"
"METEOROLOGI CILACAP","2010","3","392","2","2010/3"
"METEOROLOGI CILACAP","2010","4","207","1","2010/4"
"METEOROLOGI CILACAP","2010","5","630","3","2010/5"
"METEOROLOGI CILACAP","2010","6","452","2","2010/6"
"METEOROLOGI CILACAP","2010","7","345","2","2010/7"
"METEOROLOGI CILACAP","2010","8","336","2","2010/8"
"METEOROLOGI CILACAP","2010","9","674","3","2010/9"
"METEOROLOGI CILACAP","2010","10","604","3","2010/10"
"METEOROLOGI CILACAP","2010","11","393","2","2010/11"
"METEOROLOGI CILACAP","2010","12","573","3","2010/12"
"METEOROLOGI CILACAP","2011","1","208","1","2011/1"
"METEOROLOGI CILACAP","2011","2","318","2","2011/2"
"METEOROLOGI CILACAP","2011","3","262","1","2011/3"
"METEOROLOGI CILACAP","2011","4","467","2","2011/4"
"METEOROLOGI CILACAP","2011","5","566","3","2011/5"
"METEOROLOGI CILACAP","2011","6","116","1","2011/6"
"METEOROLOGI CILACAP","2011","7","50","0","2011/7"
"METEOROLOGI CILACAP","2011","8","2","0","2011/8"
"METEOROLOGI CILACAP","2011","9","1","0","2011/9"
"METEOROLOGI CILACAP","2011","10","76","0","2011/10"
"METEOROLOGI CILACAP","2011","11","495","2","2011/11"
"METEOROLOGI CILACAP","2011","12","324","2","2011/12"
"METEOROLOGI CILACAP","2012","1","407","2","2012/1"
"METEOROLOGI CILACAP","2012","2","237","1","2012/2"
"METEOROLOGI CILACAP","2012","3","251","1","2012/3"
"METEOROLOGI CILACAP","2012","4","412","2","2012/4"
"METEOROLOGI CILACAP","2012","5","242","1","2012/5"
"METEOROLOGI CILACAP","2012","6","20","0","2012/6"
"METEOROLOGI CILACAP","2012","7","4","0","2012/7"
"METEOROLOGI CILACAP","2012","8","2","0","2012/8"
"METEOROLOGI CILACAP","2012","9","","3","2012/9"
"METEOROLOGI CILACAP","2012","10","108","1","2012/10"
"METEOROLOGI CILACAP","2012","11","","3","2012/11"
"METEOROLOGI CILACAP","2012","12","661","3","2012/12"
"METEOROLOGI CILACAP","2013","1","257","1","2013/1"
"METEOROLOGI CILACAP","2013","2","342","2","2013/2"
"METEOROLOGI CILACAP","2013","3","240","1","2013/3"
"METEOROLOGI CILACAP","2013","4","238","1","2013/4"
"METEOROLOGI CILACAP","2013","5","311","2","2013/5"
"METEOROLOGI CILACAP","2013","6","457","2","2013/6"
"METEOROLOGI CILACAP","2013","7","512","3","2013/7"
"METEOROLOGI CILACAP","2013","8","85","0","2013/8"
"METEOROLOGI CILACAP","2013","9","29","0","2013/9"
"METEOROLOGI CILACAP","2013","10","","3","2013/10"
"METEOROLOGI CILACAP","2013","11","290","1","2013/11"
"METEOROLOGI CILACAP","2013","12","334","2","2013/12"
"METEOROLOGI CILACAP","2014","1","363","2","2014/1"
"METEOROLOGI CILACAP","2014","2","317","2","2014/2"
"METEOROLOGI CILACAP","2014","3","296","1","2014/3"
"METEOROLOGI CILACAP","2014","4","321","2","2014/4"
"METEOROLOGI CILACAP","2014","5","182","1","2014/5"
"METEOROLOGI CILACAP","2014","6","362","2","2014/6"
"METEOROLOGI CILACAP","2014","7","659","3","2014/7"
"METEOROLOGI CILACAP","2014","8","91","0","2014/8"
"METEOROLOGI CILACAP","2014","9","4","0","2014/9"
"METEOROLOGI CILACAP","2014","10","56","0","2014/10"
"METEOROLOGI CILACAP","2014","11","579","3","2014/11"
"METEOROLOGI CILACAP","2014","12","627","3","2014/12"
"METEOROLOGI CILACAP","2015","1","294","1","2015/1"
"METEOROLOGI CILACAP","2015","2","319","2","2015/2"
"METEOROLOGI CILACAP","2015","3","259","1","2015/3"
"METEOROLOGI CILACAP","2015","4","204","1","2015/4"
"METEOROLOGI CILACAP","2015","5","244","1","2015/5"
"METEOROLOGI CILACAP","2015","6","110","1","2015/6"
"METEOROLOGI CILACAP","2015","7","33","0","2015/7"
"METEOROLOGI CILACAP","2015","8","6","0","2015/8"
"METEOROLOGI CILACAP","2015","9","","3","2015/9"
"METEOROLOGI CILACAP","2015","10","","3","2015/10"
"METEOROLOGI CILACAP","2015","11","382","2","2015/11"
"METEOROLOGI CILACAP","2015","12","425","2","2015/12"
"METEOROLOGI CILACAP","2016","1","","3","2016/1"
"METEOROLOGI CILACAP","2016","2","440","2","2016/2"
"METEOROLOGI CILACAP","2016","3","161","1","2016/3"
"METEOROLOGI CILACAP","2016","4","367","2","2016/4"
"METEOROLOGI CILACAP","2016","5","332","2","2016/5"
"METEOROLOGI CILACAP","2016","6","385","2","2016/6"
"METEOROLOGI CILACAP","2016","7","658","3","2016/7"
"METEOROLOGI CILACAP","2016","8","319","2","2016/8"
"METEOROLOGI CILACAP","2016","9","636","3","2016/9"
"METEOROLOGI CILACAP","2016","10","955","3","2016/10"
"METEOROLOGI CILACAP","2016","11","382","2","2016/11"
"METEOROLOGI CILACAP","2016","12","","3","2016/12"
"METEOROLOGI CILACAP","2017","1","371","2","2017/1"
"METEOROLOGI CILACAP","2017","2","","3","2017/2"
"METEOROLOGI CILACAP","2017","3","141","1","2017/3"
"METEOROLOGI CILACAP","2017","4","409","2","2017/4"
"METEOROLOGI CILACAP","2017","5","332","2","2017/5"
"METEOROLOGI CILACAP","2017","6","271","1","2017/6"
"METEOROLOGI CILACAP","2017","7","658","3","2017/7"
"METEOROLOGI CILACAP","2017","8","3","0","2017/8"
"METEOROLOGI CILACAP","2017","9","198","1","2017/9"
"METEOROLOGI CILACAP","2017","10","838","3","2017/10"
"METEOROLOGI CILACAP","2017","11","307","2","2017/11"
"METEOROLOGI CILACAP","2017","12","366","2","2017/12"
"METEOROLOGI CILACAP","2018","1","300","1","2018/1"
"METEOROLOGI CILACAP","2018","2","173","1","2018/2"
"METEOROLOGI CILACAP","2018","3","199","1","2018/3"
"METEOROLOGI CILACAP","2018","4","328","2","2018/4"
"METEOROLOGI CILACAP","2018","5","28","0","2018/5"
"METEOROLOGI CILACAP","2018","6","40","0","2018/6"
"METEOROLOGI CILACAP","2018","7","13","0","2018/7"
"METEOROLOGI CILACAP","2018","8","4","0","2018/8"
"METEOROLOGI CILACAP","2018","9","18","0","2018/9"
"METEOROLOGI CILACAP","2018","10","84","0","2018/10"
"METEOROLOGI CILACAP","2018","11","682","3","2018/11"
"METEOROLOGI CILACAP","2018","12","471","2","2018/12"
"METEOROLOGI CILACAP","2019","1","","3","2019/1"
"METEOROLOGI CILACAP","2019","2","","3","2019/2"
"METEOROLOGI CILACAP","2019","3","313","2","2019/3"
"METEOROLOGI CILACAP","2019","4","294","1","2019/4"
"METEOROLOGI CILACAP","2019","5","175","1","2019/5"
"METEOROLOGI CILACAP","2019","6","10","0","2019/6"
"METEOROLOGI CILACAP","2019","7","","3","2019/7"
"METEOROLOGI CILACAP","2019","8","","3","2019/8"
"METEOROLOGI CILACAP","2019","9","","3","2019/9"
"METEOROLOGI CILACAP","2019","10","","3","2019/10"
"METEOROLOGI CILACAP","2019","11","","3","2019/11"
"METEOROLOGI CILACAP","2019","12","","3","2019/12"
"PATIMUAN","1980","1","","3","1980/1"
"PATIMUAN","1980","2","","3","1980/2"
"PATIMUAN","1980","3","","3","1980/3"
"PATIMUAN","1980","4","","3","1980/4"
"PATIMUAN","1980","5","","3","1980/5"
"PATIMUAN","1980","6","","3","1980/6"
"PATIMUAN","1980","7","","3","1980/7"
"PATIMUAN","1980","8","","3","1980/8"
"PATIMUAN","1980","9","","3","1980/9"
"PATIMUAN","1980","10","","3","1980/10"
"PATIMUAN","1980","11","522","3","1980/11"
"PATIMUAN","1980","12","284","1","1980/12"
"PATIMUAN","1981","1","259","1","1981/1"
"PATIMUAN","1981","2","244","1","1981/2"
"PATIMUAN","1981","3","318","2","1981/3"
"PATIMUAN","1981","4","295","1","1981/4"
"PATIMUAN","1981","5","151","1","1981/5"
"PATIMUAN","1981","6","354","2","1981/6"
"PATIMUAN","1981","7","372","2","1981/7"
"PATIMUAN","1981","8","167","1","1981/8"
"PATIMUAN","1981","9","227","1","1981/9"
"PATIMUAN","1981","10","147","1","1981/10"
"PATIMUAN","1981","11","","3","1981/11"
"PATIMUAN","1981","12","360","2","1981/12"
"PATIMUAN","1982","1","528","3","1982/1"
"PATIMUAN","1982","2","278","1","1982/2"
"PATIMUAN","1982","3","229","1","1982/3"
"PATIMUAN","1982","4","154","1","1982/4"
"PATIMUAN","1982","5","3","0","1982/5"
"PATIMUAN","1982","6","","3","1982/6"
"PATIMUAN","1982","7","20","0","1982/7"
"PATIMUAN","1982","8","","3","1982/8"
"PATIMUAN","1982","9","","3","1982/9"
"PATIMUAN","1982","10","56","0","1982/10"
"PATIMUAN","1982","11","49","0","1982/11"
"PATIMUAN","1982","12","369","2","1982/12"
"PATIMUAN","1983","1","333","2","1983/1"
"PATIMUAN","1983","2","376","2","1983/2"
"PATIMUAN","1983","3","258","1","1983/3"
"PATIMUAN","1983","4","1121","3","1983/4"
"PATIMUAN","1983","5","533","3","1983/5"
"PATIMUAN","1983","6","94","0","1983/6"
"PATIMUAN","1983","7","8","0","1983/7"
"PATIMUAN","1983","8","","3","1983/8"
"PATIMUAN","1983","9","4","0","1983/9"
"PATIMUAN","1983","10","207","1","1983/10"
"PATIMUAN","1983","11","547","3","1983/11"
"PATIMUAN","1983","12","146","1","1983/12"
"PATIMUAN","1984","1","254","1","1984/1"
"PATIMUAN","1984","2","","3","1984/2"
"PATIMUAN","1984","3","","3","1984/3"
"PATIMUAN","1984","4","","3","1984/4"
"PATIMUAN","1984","5","235","1","1984/5"
"PATIMUAN","1984","6","190","1","1984/6"
"PATIMUAN","1984","7","","3","1984/7"
"PATIMUAN","1984","8","","3","1984/8"
"PATIMUAN","1984","9","516","3","1984/9"
"PATIMUAN","1984","10","350","2","1984/10"
"PATIMUAN","1984","11","","3","1984/11"
"PATIMUAN","1984","12","345","2","1984/12"
"PATIMUAN","1985","1","196","1","1985/1"
"PATIMUAN","1985","2","196","1","1985/2"
"PATIMUAN","1985","3","","3","1985/3"
"PATIMUAN","1985","4","","3","1985/4"
"PATIMUAN","1985","5","","3","1985/5"
"PATIMUAN","1985","6","","3","1985/6"
"PATIMUAN","1985","7","301","2","1985/7"
"PATIMUAN","1985","8","317","2","1985/8"
"PATIMUAN","1985","9","","3","1985/9"
"PATIMUAN","1985","10","","3","1985/10"
"PATIMUAN","1985","11","","3","1985/11"
"PATIMUAN","1985","12","","3","1985/12"
"PATIMUAN","1986","1","","3","1986/1"
"PATIMUAN","1986","2","","3","1986/2"
"PATIMUAN","1986","3","","3","1986/3"
"PATIMUAN","1986","4","","3","1986/4"
"PATIMUAN","1986","5","","3","1986/5"
"PATIMUAN","1986","6","","3","1986/6"
"PATIMUAN","1986","7","","3","1986/7"
"PATIMUAN","1986","8","","3","1986/8"
"PATIMUAN","1986","9","","3","1986/9"
"PATIMUAN","1986","10","","3","1986/10"
"PATIMUAN","1986","11","","3","1986/11"
"PATIMUAN","1986","12","","3","1986/12"
"PATIMUAN","1987","1","","3","1987/1"
"PATIMUAN","1987","2","339","2","1987/2"
"PATIMUAN","1987","3","","3","1987/3"
"PATIMUAN","1987","4","","3","1987/4"
"PATIMUAN","1987","5","","3","1987/5"
"PATIMUAN","1987","6","110","1","1987/6"
"PATIMUAN","1987","7","","3","1987/7"
"PATIMUAN","1987","8","","3","1987/8"
"PATIMUAN","1987","9","","3","1987/9"
"PATIMUAN","1987","10","","3","1987/10"
"PATIMUAN","1987","11","486","2","1987/11"
"PATIMUAN","1987","12","311","2","1987/12"
"PATIMUAN","1988","1","412","2","1988/1"
"PATIMUAN","1988","2","56","0","1988/2"
"PATIMUAN","1988","3","98","0","1988/3"
"PATIMUAN","1988","4","115","1","1988/4"
"PATIMUAN","1988","5","243","1","1988/5"
"PATIMUAN","1988","6","217","1","1988/6"
"PATIMUAN","1988","7","50","0","1988/7"
"PATIMUAN","1988","8","99","0","1988/8"
"PATIMUAN","1988","9","95","0","1988/9"
"PATIMUAN","1988","10","371","2","1988/10"
"PATIMUAN","1988","11","343","2","1988/11"
"PATIMUAN","1988","12","177","1","1988/12"
"PATIMUAN","1989","1","","3","1989/1"
"PATIMUAN","1989","2","","3","1989/2"
"PATIMUAN","1989","3","","3","1989/3"
"PATIMUAN","1989","4","","3","1989/4"
"PATIMUAN","1989","5","","3","1989/5"
"PATIMUAN","1989","6","","3","1989/6"
"PATIMUAN","1989","7","","3","1989/7"
"PATIMUAN","1989","8","","3","1989/8"
"PATIMUAN","1989","9","","3","1989/9"
"PATIMUAN","1989","10","","3","1989/10"
"PATIMUAN","1989","11","","3","1989/11"
"PATIMUAN","1989","12","","3","1989/12"
"PATIMUAN","1990","1","365","2","1990/1"
"PATIMUAN","1990","2","","3","1990/2"
"PATIMUAN","1990","3","195","1","1990/3"
"PATIMUAN","1990","4","225","1","1990/4"
"PATIMUAN","1990","5","221","1","1990/5"
"PATIMUAN","1990","6","272","1","1990/6"
"PATIMUAN","1990","7","82","0","1990/7"
"PATIMUAN","1990","8","253","1","1990/8"
"PATIMUAN","1990","9","58","0","1990/9"
"PATIMUAN","1990","10","152","1","1990/10"
"PATIMUAN","1990","11","311","2","1990/11"
"PATIMUAN","1990","12","226","1","1990/12"
"PATIMUAN","1991","1","448","2","1991/1"
"PATIMUAN","1991","2","244","1","1991/2"
"PATIMUAN","1991","3","153","1","1991/3"
"PATIMUAN","1991","4","278","1","1991/4"
"PATIMUAN","1991","5","100","0","1991/5"
"PATIMUAN","1991","6","","3","1991/6"
"PATIMUAN","1991","7","","3","1991/7"
"PATIMUAN","1991","8","","3","1991/8"
"PATIMUAN","1991","9","","3","1991/9"
"PATIMUAN","1991","10","14","0","1991/10"
"PATIMUAN","1991","11","465","2","1991/11"
"PATIMUAN","1991","12","173","1","1991/12"
"PATIMUAN","1992","1","513","3","1992/1"
"PATIMUAN","1992","2","251","1","1992/2"
"PATIMUAN","1992","3","263","1","1992/3"
"PATIMUAN","1992","4","231","1","1992/4"
"PATIMUAN","1992","5","138","1","1992/5"
"PATIMUAN","1992","6","41","0","1992/6"
"PATIMUAN","1992","7","80","0","1992/7"
"PATIMUAN","1992","8","145","1","1992/8"
"PATIMUAN","1992","9","266","1","1992/9"
"PATIMUAN","1992","10","756","3","1992/10"
"PATIMUAN","1992","11","412","2","1992/11"
"PATIMUAN","1992","12","440","2","1992/12"
"PATIMUAN","1993","1","314","2","1993/1"
"PATIMUAN","1993","2","196","1","1993/2"
"PATIMUAN","1993","3","","3","1993/3"
"PATIMUAN","1993","4","691","3","1993/4"
"PATIMUAN","1993","5","75","0","1993/5"
"PATIMUAN","1993","6","245","1","1993/6"
"PATIMUAN","1993","7","7","0","1993/7"
"PATIMUAN","1993","8","162","1","1993/8"
"PATIMUAN","1993","9","67","0","1993/9"
"PATIMUAN","1993","10","148","1","1993/10"
"PATIMUAN","1993","11","543","3","1993/11"
"PATIMUAN","1993","12","204","1","1993/12"
"PATIMUAN","1994","1","228","1","1994/1"
"PATIMUAN","1994","2","160","1","1994/2"
"PATIMUAN","1994","3","275","1","1994/3"
"PATIMUAN","1994","4","150","1","1994/4"
"PATIMUAN","1994","5","25","0","1994/5"
"PATIMUAN","1994","6","3","0","1994/6"
"PATIMUAN","1994","7","","3","1994/7"
"PATIMUAN","1994","8","","3","1994/8"
"PATIMUAN","1994","9","","3","1994/9"
"PATIMUAN","1994","10","12","0","1994/10"
"PATIMUAN","1994","11","130","1","1994/11"
"PATIMUAN","1994","12","190","1","1994/12"
"PATIMUAN","1995","1","","3","1995/1"
"PATIMUAN","1995","2","","3","1995/2"
"PATIMUAN","1995","3","","3","1995/3"
"PATIMUAN","1995","4","","3","1995/4"
"PATIMUAN","1995","5","","3","1995/5"
"PATIMUAN","1995","6","","3","1995/6"
"PATIMUAN","1995","7","","3","1995/7"
"PATIMUAN","1995","8","","3","1995/8"
"PATIMUAN","1995","9","","3","1995/9"
"PATIMUAN","1995","10","","3","1995/10"
"PATIMUAN","1995","11","","3","1995/11"
"PATIMUAN","1995","12","","3","1995/12"
"PATIMUAN","1996","1","","3","1996/1"
"PATIMUAN","1996","2","","3","1996/2"
"PATIMUAN","1996","3","10","0","1996/3"
"PATIMUAN","1996","4","165","1","1996/4"
"PATIMUAN","1996","5","130","1","1996/5"
"PATIMUAN","1996","6","103","1","1996/6"
"PATIMUAN","1996","7","98","0","1996/7"
"PATIMUAN","1996","8","95","0","1996/8"
"PATIMUAN","1996","9","20","0","1996/9"
"PATIMUAN","1996","10","580","3","1996/10"
"PATIMUAN","1996","11","280","1","1996/11"
"PATIMUAN","1996","12","235","1","1996/12"
"PATIMUAN","1997","1","220","1","1997/1"
"PATIMUAN","1997","2","205","1","1997/2"
"PATIMUAN","1997","3","155","1","1997/3"
"PATIMUAN","1997","4","255","1","1997/4"
"PATIMUAN","1997","5","230","1","1997/5"
"PATIMUAN","1997","6","85","0","1997/6"
"PATIMUAN","1997","7","","3","1997/7"
"PATIMUAN","1997","8","","3","1997/8"
"PATIMUAN","1997","9","8","0","1997/9"
"PATIMUAN","1997","10","","3","1997/10"
"PATIMUAN","1997","11","16","0","1997/11"
"PATIMUAN","1997","12","134","1","1997/12"
"PATIMUAN","1998","1","241","1","1998/1"
"PATIMUAN","1998","2","411","2","1998/2"
"PATIMUAN","1998","3","100","0","1998/3"
"PATIMUAN","1998","4","272","1","1998/4"
"PATIMUAN","1998","5","","3","1998/5"
"PATIMUAN","1998","6","115","1","1998/6"
"PATIMUAN","1998","7","165","1","1998/7"
"PATIMUAN","1998","8","","3","1998/8"
"PATIMUAN","1998","9","","3","1998/9"
"PATIMUAN","1998","10","","3","1998/10"
"PATIMUAN","1998","11","","3","1998/11"
"PATIMUAN","1998","12","366","2","1998/12"
"PATIMUAN","1999","1","","3","1999/1"
"PATIMUAN","1999","2","","3","1999/2"
"PATIMUAN","1999","3","","3","1999/3"
"PATIMUAN","1999","4","","3","1999/4"
"PATIMUAN","1999","5","","3","1999/5"
"PATIMUAN","1999","6","","3","1999/6"
"PATIMUAN","1999","7","","3","1999/7"
"PATIMUAN","1999","8","","3","1999/8"
"PATIMUAN","1999","9","","3","1999/9"
"PATIMUAN","1999","10","","3","1999/10"
"PATIMUAN","1999","11","","3","1999/11"
"PATIMUAN","1999","12","","3","1999/12"
"PATIMUAN","2000","1","295","1","2000/1"
"PATIMUAN","2000","2","550","3","2000/2"
"PATIMUAN","2000","3","344","2","2000/3"
"PATIMUAN","2000","4","238","1","2000/4"
"PATIMUAN","2000","5","388","2","2000/5"
"PATIMUAN","2000","6","58","0","2000/6"
"PATIMUAN","2000","7","16","0","2000/7"
"PATIMUAN","2000","8","","3","2000/8"
"PATIMUAN","2000","9","55","0","2000/9"
"PATIMUAN","2000","10","","3","2000/10"
"PATIMUAN","2000","11","","3","2000/11"
"PATIMUAN","2000","12","","3","2000/12"
"PATIMUAN","2001","1","311","2","2001/1"
"PATIMUAN","2001","2","150","1","2001/2"
"PATIMUAN","2001","3","266","1","2001/3"
"PATIMUAN","2001","4","219","1","2001/4"
"PATIMUAN","2001","5","","3","2001/5"
"PATIMUAN","2001","6","","3","2001/6"
"PATIMUAN","2001","7","","3","2001/7"
"PATIMUAN","2001","8","","3","2001/8"
"PATIMUAN","2001","9","","3","2001/9"
"PATIMUAN","2001","10","","3","2001/10"
"PATIMUAN","2001","11","","3","2001/11"
"PATIMUAN","2001","12","","3","2001/12"
"PATIMUAN","2002","1","136","1","2002/1"
"PATIMUAN","2002","2","346","2","2002/2"
"PATIMUAN","2002","3","46","0","2002/3"
"PATIMUAN","2002","4","382","2","2002/4"
"PATIMUAN","2002","5","41","0","2002/5"
"PATIMUAN","2002","6","72","0","2002/6"
"PATIMUAN","2002","7","","3","2002/7"
"PATIMUAN","2002","8","","3","2002/8"
"PATIMUAN","2002","9","","3","2002/9"
"PATIMUAN","2002","10","","3","2002/10"
"PATIMUAN","2002","11","","3","2002/11"
"PATIMUAN","2002","12","","3","2002/12"
"PATIMUAN","2003","1","219","1","2003/1"
"PATIMUAN","2003","2","121","1","2003/2"
"PATIMUAN","2003","3","442","2","2003/3"
"PATIMUAN","2003","4","167","1","2003/4"
"PATIMUAN","2003","5","265","1","2003/5"
"PATIMUAN","2003","6","14","0","2003/6"
"PATIMUAN","2003","7","","3","2003/7"
"PATIMUAN","2003","8","","3","2003/8"
"PATIMUAN","2003","9","","3","2003/9"
"PATIMUAN","2003","10","","3","2003/10"
"PATIMUAN","2003","11","","3","2003/11"
"PATIMUAN","2003","12","","3","2003/12"
"PATIMUAN","2004","1","","3","2004/1"
"PATIMUAN","2004","2","328","2","2004/2"
"PATIMUAN","2004","3","269","1","2004/3"
"PATIMUAN","2004","4","","3","2004/4"
"PATIMUAN","2004","5","","3","2004/5"
"PATIMUAN","2004","6","","3","2004/6"
"PATIMUAN","2004","7","","3","2004/7"
"PATIMUAN","2004","8","","3","2004/8"
"PATIMUAN","2004","9","","3","2004/9"
"PATIMUAN","2004","10","","3","2004/10"
"PATIMUAN","2004","11","","3","2004/11"
"PATIMUAN","2004","12","","3","2004/12"
"PATIMUAN","2005","1","312","2","2005/1"
"PATIMUAN","2005","2","","3","2005/2"
"PATIMUAN","2005","3","274","1","2005/3"
"PATIMUAN","2005","4","238","1","2005/4"
"PATIMUAN","2005","5","171","1","2005/5"
"PATIMUAN","2005","6","84","0","2005/6"
"PATIMUAN","2005","7","","3","2005/7"
"PATIMUAN","2005","8","","3","2005/8"
"PATIMUAN","2005","9","339","2","2005/9"
"PATIMUAN","2005","10","","3","2005/10"
"PATIMUAN","2005","11","","3","2005/11"
"PATIMUAN","2005","12","","3","2005/12"
"PATIMUAN","2006","1","","3","2006/1"
"PATIMUAN","2006","2","","3","2006/2"
"PATIMUAN","2006","3","","3","2006/3"
"PATIMUAN","2006","4","187","1","2006/4"
"PATIMUAN","2006","5","82","0","2006/5"
"PATIMUAN","2006","6","","3","2006/6"
"PATIMUAN","2006","7","13","0","2006/7"
"PATIMUAN","2006","8","","3","2006/8"
"PATIMUAN","2006","9","","3","2006/9"
"PATIMUAN","2006","10","","3","2006/10"
"PATIMUAN","2006","11","","3","2006/11"
"PATIMUAN","2006","12","","3","2006/12"
"PATIMUAN","2007","1","135","1","2007/1"
"PATIMUAN","2007","2","75","0","2007/2"
"PATIMUAN","2007","3","201","1","2007/3"
"PATIMUAN","2007","4","153","1","2007/4"
"PATIMUAN","2007","5","204","1","2007/5"
"PATIMUAN","2007","6","59","0","2007/6"
"PATIMUAN","2007","7","60","0","2007/7"
"PATIMUAN","2007","8","","3","2007/8"
"PATIMUAN","2007","9","8","0","2007/9"
"PATIMUAN","2007","10","","3","2007/10"
"PATIMUAN","2007","11","","3","2007/11"
"PATIMUAN","2007","12","","3","2007/12"
"PATIMUAN","2008","1","","3","2008/1"
"PATIMUAN","2008","2","","3","2008/2"
"PATIMUAN","2008","3","","3","2008/3"
"PATIMUAN","2008","4","","3","2008/4"
"PATIMUAN","2008","5","","3","2008/5"
"PATIMUAN","2008","6","","3","2008/6"
"PATIMUAN","2008","7","","3","2008/7"
"PATIMUAN","2008","8","","3","2008/8"
"PATIMUAN","2008","9","","3","2008/9"
"PATIMUAN","2008","10","","3","2008/10"
"PATIMUAN","2008","11","","3","2008/11"
"PATIMUAN","2008","12","","3","2008/12"
"PATIMUAN","2009","1","175","1","2009/1"
"PATIMUAN","2009","2","","3","2009/2"
"PATIMUAN","2009","3","113","1","2009/3"
"PATIMUAN","2009","4","","3","2009/4"
"PATIMUAN","2009","5","44","0","2009/5"
"PATIMUAN","2009","6","7","0","2009/6"
"PATIMUAN","2009","7","62","0","2009/7"
"PATIMUAN","2009","8","15","0","2009/8"
"PATIMUAN","2009","9","5","0","2009/9"
"PATIMUAN","2009","10","247","1","2009/10"
"PATIMUAN","2009","11","162","1","2009/11"
"PATIMUAN","2009","12","104","1","2009/12"
"PATIMUAN","2010","1","241","1","2010/1"
"PATIMUAN","2010","2","","3","2010/2"
"PATIMUAN","2010","3","150","1","2010/3"
"PATIMUAN","2010","4","69","0","2010/4"
"PATIMUAN","2010","5","83","0","2010/5"
"PATIMUAN","2010","6","73","0","2010/6"
"PATIMUAN","2010","7","","3","2010/7"
"PATIMUAN","2010","8","","3","2010/8"
"PATIMUAN","2010","9","","3","2010/9"
"PATIMUAN","2010","10","","3","2010/10"
"PATIMUAN","2010","11","","3","2010/11"
"PATIMUAN","2010","12","","3","2010/12"
"PATIMUAN","2011","1","","3","2011/1"
"PATIMUAN","2011","2","","3","2011/2"
"PATIMUAN","2011","3","","3","2011/3"
"PATIMUAN","2011","4","","3","2011/4"
"PATIMUAN","2011","5","","3","2011/5"
"PATIMUAN","2011","6","","3","2011/6"
"PATIMUAN","2011","7","","3","2011/7"
"PATIMUAN","2011","8","","3","2011/8"
"PATIMUAN","2011","9","","3","2011/9"
"PATIMUAN","2011","10","","3","2011/10"
"PATIMUAN","2011","11","","3","2011/11"
"PATIMUAN","2011","12","","3","2011/12"
"PATIMUAN","2012","1","","3","2012/1"
"PATIMUAN","2012","2","","3","2012/2"
"PATIMUAN","2012","3","","3","2012/3"
"PATIMUAN","2012","4","","3","2012/4"
"PATIMUAN","2012","5","","3","2012/5"
"PATIMUAN","2012","6","","3","2012/6"
"PATIMUAN","2012","7","","3","2012/7"
"PATIMUAN","2012","8","","3","2012/8"
"PATIMUAN","2012","9","","3","2012/9"
"PATIMUAN","2012","10","","3","2012/10"
"PATIMUAN","2012","11","","3","2012/11"
"PATIMUAN","2012","12","","3","2012/12"
"PATIMUAN","2013","1","27","0","2013/1"
"PATIMUAN","2013","2","21","0","2013/2"
"PATIMUAN","2013","3","32","0","2013/3"
"PATIMUAN","2013","4","25","0","2013/4"
"PATIMUAN","2013","5","11","0","2013/5"
"PATIMUAN","2013","6","16","0","2013/6"
"PATIMUAN","2013","7","21","0","2013/7"
"PATIMUAN","2013","8","3","0","2013/8"
"PATIMUAN","2013","9","4","0","2013/9"
"PATIMUAN","2013","10","5","0","2013/10"
"PATIMUAN","2013","11","","3","2013/11"
"PATIMUAN","2013","12","16","0","2013/12"
"PATIMUAN","2014","1","16","0","2014/1"
"PATIMUAN","2014","2","14","0","2014/2"
"PATIMUAN","2014","3","6","0","2014/3"
"PATIMUAN","2014","4","23","0","2014/4"
"PATIMUAN","2014","5","11","0","2014/5"
